"Code","French","English"
"32.20","Fabrication d'instruments de musique","Manufacture of musical instruments"
"32.20Z","Fabrication d'instruments de musique","Manufacture of musical instruments"
"32.3","Fabrication d'articles de sport","Manufacture of sports goods"
"32.30","Fabrication d'articles de sport","Manufacture of sports goods"
"32.30Z","Fabrication d'articles de sport","Manufacture of sports goods"
"32.4","Fabrication de jeux et jouets","Manufacture of games and toys"
"32.40","Fabrication de jeux et jouets","Manufacture of games and toys"
"32.40Z","Fabrication de jeux et jouets","Manufacture of games and toys"
"32.5","Fabrication d'instruments et de fournitures à usage médical et dentaire","Manufacture of medical and dental instruments and supplies"
"32.50","Fabrication d'instruments et de fournitures à usage médical et dentaire","Manufacture of medical and dental instruments and supplies"
"32.50A","Fabrication de matériel médico-chirurgical et dentaire","Manufacture of medical, surgical and dental equipment"
"32.50B","Fabrication de lunettes","Manufacture of glasses"
"32.9","Activités manufacturières n.c.a.","Manufacturing n.e.c."
"32.91","Fabrication d'articles de brosserie","Manufacture of brooms and brushes"
"32.91Z","Fabrication d'articles de brosserie","Manufacture of brooms and brushes"
"32.99","Autres activités manufacturières n.c.a.","Other manufacturing n.e.c."
"32.99Z","Autres activités manufacturières n.c.a.","Other manufacturing n.e.c."
"33","Réparation et installation de machines et d'équipements","Repair and installation of machinery and equipment"
"33.1","Réparation d'ouvrages en métaux, de machines et d'équipements","Repair of fabricated metal products, machinery and equipment"
"33.11","Réparation d'ouvrages en métaux","Repair of fabricated metal products"
"33.11Z","Réparation d'ouvrages en métaux","Repair of fabricated metal products"
"33.12","Réparation de machines et équipements mécaniques","Repair of machinery"
"33.12Z","Réparation de machines et équipements mécaniques","Repair of machinery"
"33.13","Réparation de matériels électroniques et optiques","Repair of electronic and optical equipment"
"33.13Z","Réparation de matériels électroniques et optiques","Repair of electronic and optical equipment"
"33.14","Réparation d'équipements électriques","Repair of electrical equipment"
"33.14Z","Réparation d'équipements électriques","Repair of electrical equipment"
"33.15","Réparation et maintenance navale","Repair and maintenance of ships and boats"
"33.15Z","Réparation et maintenance navale","Repair and maintenance of ships and boats"
"33.16","Réparation et maintenance d'aéronefs et d'engins spatiaux","Repair and maintenance of aircraft and spacecraft"
"33.16Z","Réparation et maintenance d'aéronefs et d'engins spatiaux","Repair and maintenance of aircraft and spacecraft"
"33.17","Réparation et maintenance d'autres équipements de transport","Repair and maintenance of other transport equipment"
"33.17Z","Réparation et maintenance d'autres équipements de transport","Repair and maintenance of other transport equipment"
"33.19","Réparation d'autres équipements","Repair of other equipment"
"33.19Z","Réparation d'autres équipements","Repair of other equipment"
"33.2","Installation de machines et d'équipements industriels","Installation of industrial machinery and equipment"
"33.20","Installation de machines et d'équipements industriels","Installation of industrial machinery and equipment"
"33.20A","Installation de structures métalliques, chaudronnées et de tuyauterie","Installation of metallic, boiler structures and pipes"
"33.20B","Installation de machines et équipements mécaniques","Installation of machinery and mechanical equipment"
"33.20C","Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels","Overall conception and assembly of industrial process control equipment in industrial plant"
"33.20D","Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels","Installation of electrical equipment, electronic and optical equipment or other equipment"
"SECTION D","PRODUCTION ET DISTRIBUTION D'ÉLECTRICITÉ, DE GAZ, DE VAPEUR ET D'AIR CONDITIONNÉ","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
"35","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné","Electricity, gas, steam and air conditioning supply"
"35.1","Production, transport et distribution d'électricité","Electric power generation, transmission and distribution"
"35.11","Production d'électricité","Production of electricity"
"35.11Z","Production d'électricité","Production of electricity"
"35.12","Transport d'électricité","Transmission of electricity"
"35.12Z","Transport d'électricité","Transmission of electricity"
"35.13","Distribution d'électricité","Distribution of electricity"
"35.13Z","Distribution d'électricité","Distribution of electricity"
"35.14","Commerce d'électricité","Trade of electricity"
"35.14Z","Commerce d'électricité","Trade of electricity"
"35.2","Production et distribution de combustibles gazeux","Manufacture of gas; distribution of gaseous fuels through mains"
"35.21","Production de combustibles gazeux","Manufacture of gas"
"35.21Z","Production de combustibles gazeux","Manufacture of gas"
"35.22","Distribution de combustibles gazeux par conduites","Distribution of gaseous fuels through mains"
"35.22Z","Distribution de combustibles gazeux par conduites","Distribution of gaseous fuels through mains"
"35.23","Commerce de combustibles gazeux par conduites","Trade of gas through mains"
"35.23Z","Commerce de combustibles gazeux par conduites","Trade of gas through mains"
"35.3","Production et distribution de vapeur et d'air conditionné","Steam and air conditioning supply"
"35.30","Production et distribution de vapeur et d'air conditionné","Steam and air conditioning supply"
"35.30Z","Production et distribution de vapeur et d'air conditionné","Steam and air conditioning supply"
"SECTION E","PRODUCTION ET DISTRIBUTION D'EAU ; ASSAINISSEMENT, GESTION DES DÉCHETS ET DÉPOLLUTION","WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES"
"36","Captage, traitement et distribution d'eau","Water collection, treatment and supply"
"36.0","Captage, traitement et distribution d'eau","Water collection, treatment and supply"
"36.00","Captage, traitement et distribution d'eau","Water collection, treatment and supply"
"36.00Z","Captage, traitement et distribution d'eau","Water collection, treatment and supply"
"37","Collecte et traitement des eaux usées","Sewerage"
"37.0","Collecte et traitement des eaux usées","Sewerage"
"37.00","Collecte et traitement des eaux usées","Sewerage"
"37.00Z","Collecte et traitement des eaux usées","Sewerage"
"38","Collecte, traitement et élimination des déchets ; récupération","Waste collection, treatment and disposal activities; materials recovery"
"38.1","Collecte des déchets","Waste collection"
"38.11","Collecte des déchets non dangereux","Collection of non-hazardous waste"
"38.11Z","Collecte des déchets non dangereux","Collection of non-hazardous waste"
"38.12","Collecte des déchets dangereux","Collection of hazardous waste"
"38.12Z","Collecte des déchets dangereux","Collection of hazardous waste"
"38.2","Traitement et élimination des déchets","Waste treatment and disposal"
"38.21","Traitement et élimination des déchets non dangereux","Treatment and disposal of non-hazardous waste"
"38.21Z","Traitement et élimination des déchets non dangereux","Treatment and disposal of non-hazardous waste"
"38.22","Traitement et élimination des déchets dangereux","Treatment and disposal of hazardous waste"
"38.22Z","Traitement et élimination des déchets dangereux","Treatment and disposal of hazardous waste"
"38.3","Récupération","Materials recovery"
"38.31","Démantèlement d'épaves","Dismantling of wrecks"
"38.31Z","Démantèlement d'épaves","Dismantling of wrecks"
"38.32","Récupération de déchets triés","Recovery of sorted materials"
"38.32Z","Récupération de déchets triés","Recovery of sorted materials"
"39","Dépollution et autres services de gestion des déchets","Remediation activities and other waste management services"
"39.0","Dépollution et autres services de gestion des déchets","Remediation activities and other waste management services"
"39.00","Dépollution et autres services de gestion des déchets","Remediation activities and other waste management services"
"39.00Z","Dépollution et autres services de gestion des déchets","Remediation activities and other waste management services"
"SECTION F","CONSTRUCTION","CONSTRUCTION"
"41","Construction de bâtiments","Construction of buildings"
"41.1","Promotion immobilière","Development of building projects"
"41.10","Promotion immobilière","Development of building projects"
"41.10A","Promotion immobilière de logements","Development and selling of dwellings"
"41.10B","Promotion immobilière de bureaux","Development and selling of offices"
"41.10C","Promotion immobilière d'autres bâtiments","Development and selling of other buildings"
"41.10D","Supports juridiques de programmes","Juridical compartmentalization of property programmes"
"41.2","Construction de bâtiments résidentiels et non résidentiels","Construction of residential and non-residential buildings"
"41.20","Construction de bâtiments résidentiels et non résidentiels","Construction of residential and non-residential buildings"
"41.20A","Construction de maisons individuelles","Construction of detached and semi-detached houses"
"41.20B","Construction d'autres bâtiments","Construction of other buildings"
"42","Génie civil","Civil engineering"
"42.1","Construction de routes et de voies ferrées","Construction of roads and railways"
"42.11","Construction de routes et autoroutes","Construction of roads and motorways"
"42.11Z","Construction de routes et autoroutes","Construction of roads and motorways"
"42.12","Construction de voies ferrées de surface et souterraines","Construction of railways and underground railways"
"42.12Z","Construction de voies ferrées de surface et souterraines","Construction of railways and underground railways"
"42.13","Construction de ponts et tunnels","Construction of bridges and tunnels"
"42.13A","Construction d'ouvrages d'art","Construction of civil engineering structures"
"42.13B","Construction et entretien de tunnels","Construction and maintenance of tunnels"
"42.2","Construction de réseaux et de lignes","Construction of utility projects"
"42.21","Construction de réseaux pour fluides","Construction of utility projects for fluids"
"42.21Z","Construction de réseaux pour fluides","Construction of utility projects for fluids"
"42.22","Construction de réseaux électriques et de télécommunications","Construction of utility projects for electricity and telecommunications"
"42.22Z","Construction de réseaux électriques et de télécommunications","Construction of utility projects for electricity and telecommunications"
"42.9","Construction d'autres ouvrages de génie civil","Construction of other civil engineering projects"
"42.91","Construction d'ouvrages maritimes et fluviaux","Construction of water projects"
"42.91Z","Construction d'ouvrages maritimes et fluviaux","Construction of water projects"
"42.99","Construction d'autres ouvrages de génie civil n.c.a.","Construction of other civil engineering projects n.e.c."
"42.99Z","Construction d'autres ouvrages de génie civil n.c.a.","Construction of other civil engineering projects n.e.c."
"43","Travaux de construction spécialisés","Specialised construction activities"
"43.1","Démolition et préparation des sites","Demolition and site preparation"
"43.11","Travaux de démolition","Demolition"
"43.11Z","Travaux de démolition","Demolition"
"43.12","Travaux de préparation des sites","Site preparation"
"43.12A","Travaux de terrassement courants et travaux préparatoires","Standard earth moving and preparation works"
"43.12B","Travaux de terrassement spécialisés ou de grande masse","Specialized earth moving or in great mass"
"43.13","Forages et sondages","Test drilling and boring"
"43.13Z","Forages et sondages","Test drilling and boring"
"43.2","Travaux d'installation électrique, plomberie et autres travaux d'installation","Electrical, plumbing and other construction installation activities"
"43.21","Installation électrique","Electrical installation"
"43.21A","Travaux d'installation électrique dans tous locaux","Installation works of electrical wiring and fittings in all kind of buildings"
"43.21B","Travaux d'installation électrique sur la voie publique","Installation works of electrical wiring and fittings on public thoroughfare"
"43.22","Travaux de plomberie et installation de chauffage et de conditionnement d'air","Plumbing, heat and air-conditioning installation"
"43.22A","Travaux d'installation d'eau et de gaz en tous locaux","Water and gas installation works in all kind of premises"
"43.22B","Travaux d'installation d'équipements thermiques et de climatisation","Installation works of thermic and air conditioning equipment"
"43.29","Autres travaux d'installation","Other construction installation"
"43.29A","Travaux d'isolation","Insulation work activities"
"43.29B","Autres travaux d'installation n.c.a.","Other building installation works n.e.c."
"43.3","Travaux de finition","Building completion and finishing"
"43.31","Travaux de plâtrerie","Plastering"
"43.31Z","Travaux de plâtrerie","Plastering"
"43.32","Travaux de menuiserie","Joinery installation"
"43.32A","Travaux de menuiserie bois et PVC","Wood and PVC joinery works"
"43.32B","Travaux de menuiserie métallique et serrurerie","Metal joinery works and ironwork"
"43.32C","Agencement de lieux de vente","Finishing of sale premises"
"43.33","Travaux de revêtement des sols et des murs","Floor and wall covering"
"43.33Z","Travaux de revêtement des sols et des murs","Floor and wall covering"
"43.34","Travaux de peinture et vitrerie","Painting and glazing"
"43.34Z","Travaux de peinture et vitrerie","Painting and glazing"
"43.39","Autres travaux de finition","Other building completion and finishing"
"43.39Z","Autres travaux de finition","Other building completion and finishing"
"43.9","Autres travaux de construction spécialisés","Other specialised construction activities"
"43.91","Travaux de couverture","Roofing activities"
"43.91A","Travaux de charpente","Roof frames works"
"43.91B","Travaux de couverture par éléments","Roof covering activities by elements"
"43.99","Autres travaux de construction spécialisés n.c.a.","Other specialised construction activities n.e.c."
"43.99A","Travaux d'étanchéification","Waterproofness works"
"43.99B","Travaux de montage de structures métalliques","Assembly works of metal structures"
"43.99C","Travaux de maçonnerie générale et gros œuvre de bâtiment","Masonery works and building structural works"
"43.99D","Autres travaux spécialisés de construction","Other construction works involving special trades"
"43.99E","Location avec opérateur de matériel de construction","Renting of construction equipment with operator"
"SECTION G","COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES","WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES"
"45","Commerce et réparation d'automobiles et de motocycles","Wholesale and retail trade and repair of motor vehicles and motorcycles"
"45.1","Commerce de véhicules automobiles","Sale of motor vehicles"
"45.11","Commerce de voitures et de véhicules automobiles légers","Sale of cars and light motor vehicles"
"45.11Z","Commerce de voitures et de véhicules automobiles légers","Sale of cars and light motor vehicles"
"45.19","Commerce d'autres véhicules automobiles","Sale of other motor vehicles"
"45.19Z","Commerce d'autres véhicules automobiles","Sale of other motor vehicles"
"45.2","Entretien et réparation de véhicules automobiles","Maintenance and repair of motor vehicles"
"45.20","Entretien et réparation de véhicules automobiles","Maintenance and repair of motor vehicles"
"45.20A","Entretien et réparation de véhicules automobiles légers","Maintenance and repair of light motor vehicles"
"45.20B","Entretien et réparation d'autres véhicules automobiles","Maintenance and repair of other motor vehicles"
"45.3","Commerce d'équipements automobiles","Sale of motor vehicle parts and accessories"
"45.31","Commerce de gros d'équipements automobiles","Wholesale trade of motor vehicle parts and accessories"
"45.31Z","Commerce de gros d'équipements automobiles","Wholesale trade of motor vehicle parts and accessories"
"45.32","Commerce de détail d'équipements automobiles","Retail trade of motor vehicle parts and accessories"
"45.32Z","Commerce de détail d'équipements automobiles","Retail trade of motor vehicle parts and accessories"
"45.4","Commerce et réparation de motocycles","Sale, maintenance and repair of motorcycles and related parts and accessories"
"45.40","Commerce et réparation de motocycles","Sale, maintenance and repair of motorcycles and related parts and accessories"
"45.40Z","Commerce et réparation de motocycles","Sale, maintenance and repair of motorcycles and related parts and accessories"
"46","Commerce de gros, à l'exception des automobiles et des motocycles","Wholesale trade, except of motor vehicles and motorcycles"
"46.1","Intermédiaires du commerce de gros","Wholesale on a fee or contract basis"
"46.11","Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis","Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
"46.11Z","Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis","Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
"46.12","Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques","Agents involved in the sale of fuels, ores, metals and industrial chemicals"
"46.12A","Centrales d'achat de carburant","Automotive fuel buying groups"
"46.12B","Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques","Other agents involved in the sale of fuels, ores, metals and industrial chemicals"
"46.13","Intermédiaires du commerce en bois et matériaux de construction","Agents involved in the sale of timber and building materials"
"46.13Z","Intermédiaires du commerce en bois et matériaux de construction","Agents involved in the sale of timber and building materials"
"46.14","Intermédiaires du commerce en machines, équipements industriels, navires et avions","Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
"46.14Z","Intermédiaires du commerce en machines, équipements industriels, navires et avions","Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
"46.15","Intermédiaires du commerce en meubles, articles de ménage et quincaillerie","Agents involved in the sale of furniture, household goods, hardware and ironmongery"
"46.15Z","Intermédiaires du commerce en meubles, articles de ménage et quincaillerie","Agents involved in the sale of furniture, household goods, hardware and ironmongery"
"46.16","Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir","Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
"46.16Z","Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir","Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
"46.17","Intermédiaires du commerce en denrées, boissons et tabac","Agents involved in the sale of food, beverages and tobacco"
"46.17A","Centrales d'achat alimentaires","Food buying groups"
"46.17B","Autres intermédiaires du commerce en denrées, boissons et tabac","Other agents involved in the sale of food, beverages and tobacco"
"46.18","Intermédiaires spécialisés dans le commerce d'autres produits spécifiques","Agents specialised in the sale of other particular products"
"46.18Z","Intermédiaires spécialisés dans le commerce d'autres produits spécifiques","Agents specialised in the sale of other particular products"
"46.19","Intermédiaires du commerce en produits divers","Agents involved in the sale of a variety of goods"
"46.19A","Centrales d'achat non alimentaires","Non food buying groups"
"46.19B","Autres intermédiaires du commerce en produits divers","Other agents involved in the sale of a variety of goods"
"46.2","Commerce de gros de produits agricoles bruts et d'animaux vivants","Wholesale of agricultural raw materials and live animals"
"46.21","Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail","Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
"46.21Z","Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail","Wholesale (intercompany trade) of grain, unmanufactured tobacco, seeds and animal feeds"
"46.22","Commerce de gros de fleurs et plantes","Wholesale of flowers and plants"
"46.22Z","Commerce de gros (commerce interentreprises) de fleurs et plantes","Wholesale (intercompany trade) of flowers and plants"
"46.23","Commerce de gros d'animaux vivants","Wholesale of live animals"
"46.23Z","Commerce de gros (commerce interentreprises) d'animaux vivants","Wholesale (intercompany trade) of live animals"
"46.24","Commerce de gros de cuirs et peaux","Wholesale of hides, skins and leather"
"46.24Z","Commerce de gros (commerce interentreprises) de cuirs et peaux","Wholesale (intercompany trade) of hides, skins and leather"
"46.3","Commerce de gros de produits alimentaires, de boissons et de tabac","Wholesale of food, beverages and tobacco"
"46.31","Commerce de gros de fruits et légumes","Wholesale of fruit and vegetables"
"46.31Z","Commerce de gros (commerce interentreprises) de fruits et légumes","Wholesale (intercompany trade) of fruit and vegetables"
"46.32","Commerce de gros de viandes et de produits à base de viande","Wholesale of meat and meat products"
"46.32A","Commerce de gros (commerce interentreprises) de viandes de boucherie","Wholesale (intercompany trade) of fresh meat"
"46.32B","Commerce de gros (commerce interentreprises) de produits à base de viande","Wholesale (intercompany trade) of meat products"
"46.32C","Commerce de gros (commerce interentreprises) de volailles et gibier","Wholesale (intercompany trade) of poultry and game"
"46.33","Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles","Wholesale of dairy products, eggs and edible oils and fats"
"46.33Z","Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles","Wholesale (intercompany trade) of dairy products, eggs and edible oils and fats"
"46.34","Commerce de gros de boissons","Wholesale of beverages"
"46.34Z","Commerce de gros (commerce interentreprises) de boissons","Wholesale (intercompany trade) of beverages"
"46.35","Commerce de gros de produits à base de tabac","Wholesale of tobacco products"
"46.35Z","Commerce de gros (commerce interentreprises) de produits à base de tabac","Wholesale (intercompany trade) of tobacco products"
"46.36","Commerce de gros de sucre, chocolat et confiserie","Wholesale of sugar and chocolate and sugar confectionery"
"46.36Z","Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie","Wholesale (intercompany trade) of sugar and chocolate and sugar confectionery"
"46.37","Commerce de gros de café, thé, cacao et épices","Wholesale of coffee, tea, cocoa and spices"
"46.37Z","Commerce de gros (commerce interentreprises) de café, thé, cacao et épices","Wholesale (intercompany trade) of coffee, tea, cocoa and spices"
"46.38","Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques","Wholesale of other food, including fish, crustaceans and molluscs"
"46.38A","Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques","Wholesale (intercompany trade) of fish, crustaceans and molluscs"
"46.38B","Commerce de gros (commerce interentreprises) alimentaire spécialisé divers","Wholesale (intercompany trade) of sundry food, specialized"
"46.39","Commerce de gros non spécialisé de denrées, boissons et tabac","Non-specialised wholesale of food, beverages and tobacco"
"46.39A","Commerce de gros (commerce interentreprises) de produits surgelés","Wholesale (intercompany trade) of frozen products"
"46.39B","Commerce de gros (commerce interentreprises) alimentaire non spécialisé","Wholesale (intercompany trade) of food, non specialized"
"46.4","Commerce de gros de biens domestiques","Wholesale of household goods"
"46.41","Commerce de gros de textiles","Wholesale of textiles"
"46.41Z","Commerce de gros (commerce interentreprises) de textiles","Wholesale (intercompany trade) of textiles"
"46.42","Commerce de gros d'habillement et de chaussures","Wholesale of clothing and footwear"
"46.42Z","Commerce de gros (commerce interentreprises) d'habillement et de chaussures","Wholesale (intercompany trade) of clothing and footwear"
"46.43","Commerce de gros d'appareils électroménagers","Wholesale of electrical household appliances"
"46.43Z","Commerce de gros (commerce interentreprises) d'appareils électroménagers","Wholesale (intercompany trade) of electrical household appliances"
"46.44","Commerce de gros de vaisselle, verrerie et produits d'entretien","Wholesale of china and glassware and cleaning materials"
"46.44Z","Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien","Wholesale (intercompany trade) of china and glassware and cleaning materials"
"46.45","Commerce de gros de parfumerie et de produits de beauté","Wholesale of perfume and cosmetics"
"46.45Z","Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté","Wholesale (intercompany trade) of perfume and cosmetics"
"46.46","Commerce de gros de produits pharmaceutiques","Wholesale of pharmaceutical goods"
"46.46Z","Commerce de gros (commerce interentreprises) de produits pharmaceutiques","Wholesale (intercompany trade) of pharmaceutical goods"
"46.47","Commerce de gros de meubles, de tapis et d'appareils d'éclairage","Wholesale of furniture, carpets and lighting equipment"
"46.47Z","Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage","Wholesale (intercompany trade) of furniture, carpets and lighting equipment"
"46.48","Commerce de gros d'articles d'horlogerie et de bijouterie","Wholesale of watches and jewellery"
"46.48Z","Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie","Wholesale (intercompany trade) of watches and jewellery"
"46.49","Commerce de gros d'autres biens domestiques","Wholesale of other household goods"
"46.49Z","Commerce de gros (commerce interentreprises) d'autres biens domestiques","Wholesale (intercompany trade) of other household goods"
"46.5","Commerce de gros d'équipements de l'information et de la communication","Wholesale of information and communication equipment"
"46.51","Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels","Wholesale of computers, computer peripheral equipment and software"
"46.51Z","Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels","Wholesale (intercompany trade) of computers, computer peripheral equipment and software"
"46.52","Commerce de gros de composants et d'équipements électroniques et de télécommunication","Wholesale of electronic and telecommunications equipment and parts"
"46.52Z","Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication","Wholesale (intercompany trade) of electronic and telecommunications equipment and parts"
"46.6","Commerce de gros d'autres équipements industriels","Wholesale of other machinery, equipment and supplies"
"46.61","Commerce de gros de matériel agricole","Wholesale of agricultural machinery, equipment and supplies"
"46.61Z","Commerce de gros (commerce interentreprises) de matériel agricole","Wholesale (intercompany trade) of agricultural machinery, equipment and supplies"
"46.62","Commerce de gros de machines-outils","Wholesale of machine tools"
"46.62Z","Commerce de gros (commerce interentreprises) de machines-outils","Wholesale (intercompany trade) of machine tools"
"46.63","Commerce de gros de machines pour l'extraction, la construction et le génie civil","Wholesale of mining, construction and civil engineering machinery"
"46.63Z","Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil","Wholesale (intercompany trade) of mining, construction and civil engineering machinery"
"46.64","Commerce de gros de machines pour l'industrie textile et l'habillement","Wholesale of machinery for the textile industry and of sewing and knitting machines"
"46.64Z","Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement","Wholesale (intercompany trade) of machinery for the textile industry and of sewing and knitting machines"
"46.65","Commerce de gros de mobilier de bureau","Wholesale of office furniture"
"46.65Z","Commerce de gros (commerce interentreprises) de mobilier de bureau","Wholesale (intercompany trade) of office furniture"
"46.66","Commerce de gros d'autres machines et équipements de bureau","Wholesale of other office machinery and equipment"
"46.66Z","Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau","Wholesale (intercompany trade) of other office machinery and equipment"
"46.69","Commerce de gros d'autres machines et équipements","Wholesale of other machinery and equipment"
"46.69A","Commerce de gros (commerce interentreprises) de matériel électrique","Wholesale (intercompany trade) of electric equipment"
"46.69B","Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers","Wholesale (intercompany trade) of sundry industrial supplies and equipment"
"46.69C","Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services","Wholesale (intercompany trade) of sundry supplies and equipment for trade and services"
"46.7","Autres commerces de gros spécialisés","Other specialised wholesale"
"46.71","Commerce de gros de combustibles et de produits annexes","Wholesale of solid, liquid and gaseous fuels and related products"
"46.71Z","Commerce de gros (commerce interentreprises) de combustibles et de produits annexes","Wholesale (intercompany trade) of solid, liquid and gaseous fuels and related products"
"46.72","Commerce de gros de minerais et métaux","Wholesale of metals and metal ores"
"46.72Z","Commerce de gros (commerce interentreprises) de minerais et métaux","Wholesale (intercompany trade) of metals and metal ores"
"46.73","Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires","Wholesale of wood, construction materials and sanitary equipment"
"46.73A","Commerce de gros (commerce interentreprises) de bois et de matériaux de construction","Wholesale (intercompany trade) of wood and construction materials"
"46.73B","Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration","Wholesale (intercompany trade) of sanitary equipment and fitting out of housing materials"
"46.74","Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage","Wholesale of hardware, plumbing and heating equipment and supplies"
"46.74A","Commerce de gros (commerce interentreprises) de quincaillerie","Wholesale (intercompany trade) of hardware"
"46.74B","Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage","Wholesale (intercompany trade) of plumbing and heating equipment and supplies"
"46.75","Commerce de gros de produits chimiques","Wholesale of chemical products"
"46.75Z","Commerce de gros (commerce interentreprises) de produits chimiques","Wholesale (intercompany trade) of chemical products"
"46.76","Commerce de gros d'autres produits intermédiaires","Wholesale of other intermediate products"
"46.76Z","Commerce de gros (commerce interentreprises) d'autres produits intermédiaires","Wholesale (intercompany trade) of other intermediate products"
"46.77","Commerce de gros de déchets et débris","Wholesale of waste and scrap"
"46.77Z","Commerce de gros (commerce interentreprises) de déchets et débris","Wholesale (intercompany trade) of waste and scrap"
"46.9","Commerce de gros non spécialisé","Non-specialised wholesale trade"
"46.90","Commerce de gros non spécialisé","Non-specialised wholesale trade"
"46.90Z","Commerce de gros (commerce interentreprises) non spécialisé","Non-specialised wholesale trade (intercompany trade)"
"47","Commerce de détail, à l'exception des automobiles et des motocycles","Retail trade, except of motor vehicles and motorcycles"
"47.1","Commerce de détail en magasin non spécialisé","Retail sale in non-specialised stores"
"47.11","Commerce de détail en magasin non spécialisé à prédominance alimentaire","Retail sale in non-specialised stores with food, beverages or tobacco predominating"
"47.11A","Commerce de détail de produits surgelés","Retail sale of frozen products"
"47.11B","Commerce d'alimentation générale","General food retail stores"
"47.11C","Supérettes","Mini-markets"
"47.11D","Supermarchés","Supermarkets"
"47.11E","Magasins multi-commerces","Multi-trade stores"
"47.11F","Hypermarchés","Hypermarkets"
"47.19","Autre commerce de détail en magasin non spécialisé","Other retail sale in non-specialised stores"
"47.19A","Grands magasins","Department stores"
"47.19B","Autres commerces de détail en magasin non spécialisé","Other retail sale in non specialized stores"
"47.2","Commerce de détail alimentaire en magasin spécialisé","Retail sale of food, beverages and tobacco in specialised stores"
"47.21","Commerce de détail de fruits et légumes en magasin spécialisé","Retail sale of fruit and vegetables in specialised stores"
"47.21Z","Commerce de détail de fruits et légumes en magasin spécialisé","Retail sale of fruit and vegetables in specialised stores"
"47.22","Commerce de détail de viandes et de produits à base de viande en magasin spécialisé","Retail sale of meat and meat products in specialised stores"
"47.22Z","Commerce de détail de viandes et de produits à base de viande en magasin spécialisé","Retail sale of meat and meat products in specialised stores"
"47.23","Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé","Retail sale of fish, crustaceans and molluscs in specialised stores"
"47.23Z","Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé","Retail sale of fish, crustaceans and molluscs in specialised stores"
"47.24","Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé","Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
"47.24Z","Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé","Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
"47.25","Commerce de détail de boissons en magasin spécialisé","Retail sale of beverages in specialised stores"
"47.25Z","Commerce de détail de boissons en magasin spécialisé","Retail sale of beverages in specialised stores"
